company_name,canonical_name,country,industry,aliases
Allied Ventures Inc,Allied Ventures,Netherlands,Blockchain,Allied Ventures
Tech Works Group,Tech Works,Sweden,ERP/CRM,Tech Works
Ultra Consulting GmbH,Ultra Consulting,Singapore,Cloud Computing,Ultra Consulting
Info Intelligence SA,Info Intelligence,Ireland,Software,Info Intelligence
Link Applications LLC,Link Applications,France,Data Analytics,Link Applications
Hub Collective LLC,Hub Collective,India,PropTech,Hub Collective
Delta Platforms LLC,Delta Platforms,Germany,AI/ML,Delta Platforms
Nexus Consulting Ltd,Nexus Consulting,Singapore,Blockchain,Nexus Consulting
Core Applications Inc,Core Applications,Brazil,Gaming,Core Applications
Summit Interactive Group,Summit Interactive,Australia,Telecom,Summit Interactive
Edge Solutions AB,Edge Solutions,France,Data Analytics,Edge Solutions
Zenith Partners Pte Ltd,Zenith Partners,Brazil,Logistics Tech,Zenith Partners
Elite Analytics Pvt Ltd,Elite Analytics,France,ERP/CRM,Elite Analytics
Wave Corp Pvt Ltd,Wave Corp,Brazil,AgriTech,Wave Corp
Atlantic Research SA,Atlantic Research,Singapore,Marketing Tech,Atlantic Research
Vector Systems SA,Vector Systems,India,AgriTech,Vector Systems
Flux Logic SA,Flux Logic,India,Cybersecurity,Flux Logic
Pixel Intelligence AB,Pixel Intelligence,India,LegalTech,Pixel Intelligence
Spark Ventures GmbH,Spark Ventures,Ireland,Marketing Tech,Spark Ventures
Flux Cloud SA,Flux Cloud,Switzerland,Retail Tech,Flux Cloud
Web Research AG,Web Research,Netherlands,Healthcare IT,Web Research
Orion Intelligence Corp,Orion Intelligence,Sweden,IT Services,Orion Intelligence
Solar Infrastructure LLC,Solar Infrastructure,India,Healthcare IT,Solar Infrastructure
Logic Corp Ltd,Logic Corp,Brazil,Cloud Computing,Logic Corp
Summit Interactive Pvt Ltd,Summit Interactive,Switzerland,AgriTech,Summit Interactive
Web Applications Ltd,Web Applications,India,Gaming,Web Applications
Code Cloud Inc,Code Cloud,UK,FinTech,Code Cloud
Summit Applications GmbH,Summit Applications,Israel,Telecom,Summit Applications
Flux Services GmbH,Flux Services,Netherlands,Logistics Tech,Flux Services
Dev Technologies LLC,Dev Technologies,Israel,Automotive Tech,Dev Technologies
Global Partners AB,Global Partners,Ireland,Marketing Tech,Global Partners
Orion Cloud Pvt Ltd,Orion Cloud,UK,Government IT,Orion Cloud
Super Works GmbH,Super Works,Netherlands,Gaming,Super Works
Arc Analytics Pte Ltd,Arc Analytics,Israel,EdTech,Arc Analytics
Crest Engineering Group,Crest Engineering,Sweden,PropTech,Crest Engineering
Swift Academy Co,Swift Academy,Japan,LegalTech,Swift Academy
Sigma Studio LLC,Sigma Studio,Canada,Cybersecurity,Sigma Studio
Cyber Logic Pvt Ltd,Cyber Logic,Netherlands,Aerospace,Cyber Logic
Allied Works AG,Allied Works,Japan,Automotive Tech,Allied Works
Tech Engineering Ltd,Tech Engineering,Netherlands,Gaming,Tech Engineering
Alpha Infrastructure Corp,Alpha Infrastructure,Canada,AgriTech,Alpha Infrastructure
Orion Partners Inc,Orion Partners,USA,Data Analytics,Orion Partners
Quantum Digital Inc,Quantum Digital,Mexico,Aerospace,Quantum Digital
Nova Interactive Pvt Ltd,Nova Interactive,UAE,Retail Tech,Nova Interactive
Apex Digital SA,Apex Digital,Romania,EdTech,Apex Digital
Ultra Platforms SA,Ultra Platforms,India,IoT,Ultra Platforms
Advanced Systems LLC,Advanced Systems,Singapore,EdTech,Advanced Systems
Atlantic Ventures Inc,Atlantic Ventures,Israel,Logistics Tech,Atlantic Ventures
Ultra Software AB,Ultra Software,Japan,Marketing Tech,Ultra Software
Web Works Group,Web Works,UAE,Retail Tech,Web Works
Ultra Consulting Ltd,Ultra Consulting,Japan,IT Services,Ultra Consulting
Edge Group SA,Edge Group,Brazil,LegalTech,Edge Group
Summit Partners Pte Ltd,Summit Partners,Poland,Blockchain,Summit Partners
Nexus Insights AB,Nexus Insights,Japan,AI/ML,Nexus Insights
Micro Partners Corp,Micro Partners,Israel,Media Tech,Micro Partners
Spark Consulting SA,Spark Consulting,Sweden,Defense IT,Spark Consulting
Flow Corp Pvt Ltd,Flow Corp,Netherlands,AgriTech,Flow Corp
Core Logic SA,Core Logic,Ireland,ERP/CRM,Core Logic
Allied Consulting Ltd,Allied Consulting,USA,PropTech,Allied Consulting
Nordic Software Group,Nordic Software,Romania,Media Tech,Nordic Software
Pinnacle Innovations Group,Pinnacle Innovations,Brazil,IT Services,Pinnacle Innovations
Ultra Academy Pte Ltd,Ultra Academy,USA,Software,Ultra Academy
Bridge Group Inc,Bridge Group,Mexico,Media Tech,Bridge Group
Sync Ventures Ltd,Sync Ventures,Romania,Blockchain,Sync Ventures
Swift Insights Group,Swift Insights,South Korea,Software,Swift Insights
Peak Cloud SA,Peak Cloud,Canada,Marketing Tech,Peak Cloud
Dev Ventures SA,Dev Ventures,Romania,Healthcare IT,Dev Ventures
Smart Technologies SA,Smart Technologies,Brazil,Blockchain,Smart Technologies
Nova Innovations Co,Nova Innovations,Germany,Aerospace,Nova Innovations
Link Ventures LLC,Link Ventures,South Korea,Blockchain,Link Ventures
Nano Partners LLC,Nano Partners,Netherlands,Media Tech,Nano Partners
Atlantic Labs Ltd,Atlantic Labs,Singapore,Logistics Tech,Atlantic Labs
Cyber Data Corp,Cyber Data,Romania,Aerospace,Cyber Data
Nordic Corp Pte Ltd,Nordic Corp,Germany,Data Analytics,Nordic Corp
Digital Infrastructure LLC,Digital Infrastructure,India,Retail Tech,Digital Infrastructure
Apex Interactive AB,Apex Interactive,Switzerland,AgriTech,Apex Interactive
Dev Consulting SA,Dev Consulting,Poland,FinTech,Dev Consulting
Spark Software Pvt Ltd,Spark Software,UAE,Cybersecurity,Spark Software
Vertex Analytics AB,Vertex Analytics,Germany,Healthcare IT,Vertex Analytics
Hub Ventures Corp,Hub Ventures,Germany,Blockchain,Hub Ventures
Vector Studio Inc,Vector Studio,UK,Media Tech,Vector Studio
Code Data Inc,Code Data,France,Media Tech,Code Data
Summit Cloud Inc,Summit Cloud,UAE,AI/ML,Summit Cloud
Sigma Engineering SA,Sigma Engineering,Australia,Retail Tech,Sigma Engineering
Aurora Engineering GmbH,Aurora Engineering,South Korea,E-Commerce,Aurora Engineering
Atlantic Innovations AG,Atlantic Innovations,Japan,EdTech,Atlantic Innovations
Hub Applications AG,Hub Applications,Ireland,Defense IT,Hub Applications
Swift Solutions Group,Swift Solutions,Romania,LegalTech,Swift Solutions
Nano Group SA,Nano Group,Romania,LegalTech,Nano Group
Delta Academy SA,Delta Academy,Singapore,IT Services,Delta Academy
Vector Data AB,Vector Data,Australia,Blockchain,Vector Data
Prime Cloud AG,Prime Cloud,Canada,Automotive Tech,Prime Cloud
Bridge Works Group,Bridge Works,India,Healthcare IT,Bridge Works
Vertex Applications Inc,Vertex Applications,France,ERP/CRM,Vertex Applications
Pinnacle Consulting AG,Pinnacle Consulting,Ireland,Automotive Tech,Pinnacle Consulting
United Collective Ltd,United Collective,Romania,Healthcare IT,United Collective
Sys Labs Corp,Sys Labs,Sweden,Gaming,Sys Labs
Bolt Engineering Corp,Bolt Engineering,Germany,Software,Bolt Engineering
Quantum Technologies SA,Quantum Technologies,South Korea,EdTech,Quantum Technologies
Crest Intelligence GmbH,Crest Intelligence,South Korea,Logistics Tech,Crest Intelligence
Data Labs AB,Data Labs,South Korea,Software,Data Labs
Data Partners AG,Data Partners,France,IoT,Data Partners
Sys Insights Co,Sys Insights,Mexico,FinTech,Sys Insights
Arc Partners AB,Arc Partners,France,AI/ML,Arc Partners
Atlantic Consulting Pte Ltd,Atlantic Consulting,Netherlands,E-Commerce,Atlantic Consulting
Logic Academy Co,Logic Academy,Canada,LegalTech,Logic Academy
Byte Interactive Inc,Byte Interactive,Romania,Marketing Tech,Byte Interactive
Dev Studio Pte Ltd,Dev Studio,Brazil,Retail Tech,Dev Studio
Web Digital GmbH,Web Digital,Singapore,Automotive Tech,Web Digital
Nano Digital Inc,Nano Digital,Japan,Logistics Tech,Nano Digital
Cyber Intelligence LLC,Cyber Intelligence,Australia,Healthcare IT,Cyber Intelligence
Pacific Partners GmbH,Pacific Partners,Australia,Cybersecurity,Pacific Partners
Allied Software GmbH,Allied Software,Brazil,Gaming,Allied Software
Node Platforms Corp,Node Platforms,UAE,IoT,Node Platforms
Ultra Engineering Group,Ultra Engineering,Romania,IoT,Ultra Engineering
Delta Software Group,Delta Software,Brazil,Blockchain,Delta Software
Code Systems Pvt Ltd,Code Systems,South Korea,Blockchain,Code Systems
Global Works GmbH,Global Works,Ireland,Cloud Computing,Global Works
Core Networks AG,Core Networks,Israel,Cloud Computing,Core Networks
Forge Corp Pvt Ltd,Forge Corp,Brazil,Data Analytics,Forge Corp
Nexus Infrastructure Corp,Nexus Infrastructure,Netherlands,EdTech,Nexus Infrastructure
Arc Data LLC,Arc Data,India,InsurTech,Arc Data
Sys Software Group,Sys Software,UAE,Telecom,Sys Software
Peak Dynamics Pvt Ltd,Peak Dynamics,Mexico,HR Tech,Peak Dynamics
Web Studio Pvt Ltd,Web Studio,France,FinTech,Web Studio
Prime Data Inc,Prime Data,Switzerland,Automotive Tech,Prime Data
Pixel Collective GmbH,Pixel Collective,India,Gaming,Pixel Collective
Super Interactive Pte Ltd,Super Interactive,Germany,InsurTech,Super Interactive
Edge Group AB,Edge Group,Poland,Government IT,Edge Group
Prime Infrastructure LLC,Prime Infrastructure,Israel,IoT,Prime Infrastructure
Aurora Platforms Inc,Aurora Platforms,Israel,Media Tech,Aurora Platforms
Node Studio GmbH,Node Studio,France,InsurTech,Node Studio
Sigma Dynamics GmbH,Sigma Dynamics,Singapore,Media Tech,Sigma Dynamics
Vector Infrastructure Ltd,Vector Infrastructure,Canada,PropTech,Vector Infrastructure
United Networks LLC,United Networks,Ireland,Cybersecurity,United Networks
Flow Academy Corp,Flow Academy,Mexico,Software,Flow Academy
Link Technologies Pvt Ltd,Link Technologies,Australia,PropTech,Link Technologies
Aurora Services SA,Aurora Services,Singapore,InsurTech,Aurora Services
Flux Data GmbH,Flux Data,Sweden,IT Services,Flux Data
Cyber Services GmbH,Cyber Services,Germany,Retail Tech,Cyber Services
Atlantic Engineering Co,Atlantic Engineering,Romania,Retail Tech,Atlantic Engineering
Data Interactive AG,Data Interactive,Ireland,Telecom,Data Interactive
Vector Ventures Pte Ltd,Vector Ventures,Australia,InsurTech,Vector Ventures
United Group Pte Ltd,United Group,UK,IT Services,United Group
Core Collective Pte Ltd,Core Collective,UK,Automotive Tech,Core Collective
Nexus Logic SA,Nexus Logic,Netherlands,Logistics Tech,Nexus Logic
Premier Intelligence GmbH,Premier Intelligence,UAE,PropTech,Premier Intelligence
Delta Interactive LLC,Delta Interactive,Mexico,Automotive Tech,Delta Interactive
Hyper Platforms Inc,Hyper Platforms,Brazil,Aerospace,Hyper Platforms
Craft Consulting Co,Craft Consulting,Mexico,Automotive Tech,Craft Consulting
Sigma Works Inc,Sigma Works,France,HR Tech,Sigma Works
Tech Analytics GmbH,Tech Analytics,UK,EdTech,Tech Analytics
Craft Analytics Corp,Craft Analytics,USA,EdTech,Craft Analytics
Hyper Corp Co,Hyper Corp,Israel,Gaming,Hyper Corp
Zenith Solutions Pte Ltd,Zenith Solutions,Poland,IT Services,Zenith Solutions
Omega Services Co,Omega Services,Romania,Cybersecurity,Omega Services
Solar Academy AB,Solar Academy,Netherlands,ERP/CRM,Solar Academy
Web Works SA,Web Works,Sweden,ERP/CRM,Web Works
Pinnacle Solutions Group,Pinnacle Solutions,Ireland,Marketing Tech,Pinnacle Solutions
Hyper Innovations LLC,Hyper Innovations,Romania,Logistics Tech,Hyper Innovations
Net Intelligence SA,Net Intelligence,Ireland,Government IT,Net Intelligence
Summit Services Co,Summit Services,South Korea,Logistics Tech,Summit Services
Craft Research Corp,Craft Research,UAE,Cloud Computing,Craft Research
Digital Applications Corp,Digital Applications,Ireland,Defense IT,Digital Applications
Vector Logic LLC,Vector Logic,Ireland,Cybersecurity,Vector Logic
Delta Innovations LLC,Delta Innovations,Japan,Media Tech,Delta Innovations
Pixel Networks AB,Pixel Networks,Australia,Cloud Computing,Pixel Networks
Arc Software Ltd,Arc Software,USA,ERP/CRM,Arc Software
Arc Cloud SA,Arc Cloud,Israel,LegalTech,Arc Cloud
Omega Collective GmbH,Omega Collective,Romania,Retail Tech,Omega Collective
Prime Collective Inc,Prime Collective,USA,HR Tech,Prime Collective
Bridge Technologies Pte Ltd,Bridge Technologies,Romania,InsurTech,Bridge Technologies
Byte Logic Co,Byte Logic,South Korea,Government IT,Byte Logic
Aurora Digital GmbH,Aurora Digital,Germany,IoT,Aurora Digital
Vertex Applications SA,Vertex Applications,UK,IT Services,Vertex Applications
Digital Labs SA,Digital Labs,Australia,Cloud Computing,Digital Labs
Craft Alliance Ltd,Craft Alliance,UAE,AgriTech,Craft Alliance
Web Studio Corp,Web Studio,India,Automotive Tech,Web Studio
Core Systems Co,Core Systems,Canada,Data Analytics,Core Systems
Logic Analytics SA,Logic Analytics,UK,Media Tech,Logic Analytics
Elite Group Corp,Elite Group,Brazil,PropTech,Elite Group
Info Platforms GmbH,Info Platforms,Switzerland,InsurTech,Info Platforms
Rapid Studio Pvt Ltd,Rapid Studio,France,IoT,Rapid Studio
Vector Ventures Corp,Vector Ventures,Israel,Media Tech,Vector Ventures
Core Solutions Pte Ltd,Core Solutions,Israel,IoT,Core Solutions
Nano Insights SA,Nano Insights,Ireland,IT Services,Nano Insights
Web Ventures AG,Web Ventures,Japan,HR Tech,Web Ventures
Node Collective SA,Node Collective,Sweden,Telecom,Node Collective
United Innovations AB,United Innovations,Sweden,Cybersecurity,United Innovations
Pixel Innovations Pte Ltd,Pixel Innovations,USA,HR Tech,Pixel Innovations
Spark Insights AG,Spark Insights,Netherlands,Aerospace,Spark Insights
Swift Insights GmbH,Swift Insights,Ireland,HR Tech,Swift Insights
Pixel Systems Inc,Pixel Systems,Sweden,Telecom,Pixel Systems
Zen Technologies AB,Zen Technologies,Israel,Cybersecurity,Zen Technologies
Sync Interactive Co,Sync Interactive,Israel,Government IT,Sync Interactive
Dev Engineering SA,Dev Engineering,Singapore,Marketing Tech,Dev Engineering
Zenith Systems AG,Zenith Systems,South Korea,Cloud Computing,Zenith Systems
Hub Group Co,Hub Group,South Korea,Marketing Tech,Hub Group
Atlantic Services Group,Atlantic Services,Israel,Telecom,Atlantic Services
Info Analytics Co,Info Analytics,Poland,IT Services,Info Analytics
United Engineering LLC,United Engineering,India,Gaming,United Engineering
Summit Collective GmbH,Summit Collective,Israel,EdTech,Summit Collective
Info Analytics SA,Info Analytics,Switzerland,Automotive Tech,Info Analytics
Sync Consulting Co,Sync Consulting,UAE,Cloud Computing,Sync Consulting
Flow Interactive Corp,Flow Interactive,Japan,PropTech,Flow Interactive
United Data SA,United Data,Australia,AI/ML,United Data
Zen Group Co,Zen Group,Germany,Automotive Tech,Zen Group
Hub Digital AB,Hub Digital,Mexico,InsurTech,Hub Digital
Flow Networks Pte Ltd,Flow Networks,Romania,Government IT,Flow Networks
Prime Networks Corp,Prime Networks,Switzerland,Healthcare IT,Prime Networks
Nano Engineering Corp,Nano Engineering,Mexico,AgriTech,Nano Engineering
Vertex Ventures Pvt Ltd,Vertex Ventures,Netherlands,E-Commerce,Vertex Ventures
Pixel Cloud Group,Pixel Cloud,Romania,EdTech,Pixel Cloud
Pacific Ventures SA,Pacific Ventures,Ireland,LegalTech,Pacific Ventures
Spark Data GmbH,Spark Data,Singapore,Healthcare IT,Spark Data
Sys Engineering Pte Ltd,Sys Engineering,India,Defense IT,Sys Engineering
Craft Networks SA,Craft Networks,Ireland,AgriTech,Craft Networks
Forge Data LLC,Forge Data,Israel,Logistics Tech,Forge Data
Net Ventures Inc,Net Ventures,Canada,InsurTech,Net Ventures
Delta Logic Group,Delta Logic,Poland,Logistics Tech,Delta Logic
Pinnacle Academy Co,Pinnacle Academy,Singapore,Gaming,Pinnacle Academy
Soft Innovations Pte Ltd,Soft Innovations,Japan,HR Tech,Soft Innovations
Aurora Platforms Pvt Ltd,Aurora Platforms,Japan,InsurTech,Aurora Platforms
Arc Corp Corp,Arc Corp,Israel,InsurTech,Arc Corp
Pro Cloud SA,Pro Cloud,France,Blockchain,Pro Cloud
Dev Innovations Pte Ltd,Dev Innovations,Germany,Defense IT,Dev Innovations
Prime Networks Inc,Prime Networks,Israel,Data Analytics,Prime Networks
Nordic Academy Corp,Nordic Academy,South Korea,Defense IT,Nordic Academy
Allied Cloud LLC,Allied Cloud,Japan,PropTech,Allied Cloud
Peak Services AB,Peak Services,UAE,FinTech,Peak Services
Zenith Studio Inc,Zenith Studio,India,Healthcare IT,Zenith Studio
Omega Platforms Ltd,Omega Platforms,France,InsurTech,Omega Platforms
Code Logic Pvt Ltd,Code Logic,UAE,Marketing Tech,Code Logic
Omega Studio Inc,Omega Studio,UK,Blockchain,Omega Studio
Grid Logic Pte Ltd,Grid Logic,Israel,Logistics Tech,Grid Logic
Atlantic Interactive AG,Atlantic Interactive,Ireland,Automotive Tech,Atlantic Interactive
Flux Digital SA,Flux Digital,Poland,Gaming,Flux Digital
Craft Analytics AG,Craft Analytics,UK,Retail Tech,Craft Analytics
Logic Software Group,Logic Software,Poland,Aerospace,Logic Software
Super Academy Pte Ltd,Super Academy,Sweden,Software,Super Academy
Micro Analytics Inc,Micro Analytics,India,Blockchain,Micro Analytics
Code Technologies GmbH,Code Technologies,Japan,InsurTech,Code Technologies
Prime Engineering Pvt Ltd,Prime Engineering,USA,Automotive Tech,Prime Engineering
Super Software Inc,Super Software,Canada,Marketing Tech,Super Software
Bolt Partners Ltd,Bolt Partners,Singapore,PropTech,Bolt Partners
Orion Engineering Pvt Ltd,Orion Engineering,UAE,E-Commerce,Orion Engineering
Rapid Data AG,Rapid Data,Sweden,PropTech,Rapid Data
Vertex Insights GmbH,Vertex Insights,Australia,Defense IT,Vertex Insights
Atlantic Infrastructure GmbH,Atlantic Infrastructure,Romania,Telecom,Atlantic Infrastructure
Swift Platforms Ltd,Swift Platforms,India,Healthcare IT,Swift Platforms
Zenith Alliance GmbH,Zenith Alliance,Netherlands,IT Services,Zenith Alliance
Solar Infrastructure Ltd,Solar Infrastructure,Israel,Healthcare IT,Solar Infrastructure
Digital Solutions Corp,Digital Solutions,Germany,Aerospace,Digital Solutions
Forge Interactive Corp,Forge Interactive,South Korea,Aerospace,Forge Interactive
Elite Engineering AG,Elite Engineering,South Korea,AgriTech,Elite Engineering
Mega Research Corp,Mega Research,Switzerland,Logistics Tech,Mega Research
Web Studio Pte Ltd,Web Studio,Israel,IoT,Web Studio
Pro Dynamics AB,Pro Dynamics,Germany,Marketing Tech,Pro Dynamics
Mega Academy Group,Mega Academy,France,FinTech,Mega Academy
Web Partners Inc,Web Partners,Japan,Retail Tech,Web Partners
Dev Data Co,Dev Data,Germany,IT Services,Dev Data
Flux Analytics Pvt Ltd,Flux Analytics,Poland,LegalTech,Flux Analytics
Sys Group Group,Sys Group,Switzerland,Defense IT,Sys Group
Web Cloud Pvt Ltd,Web Cloud,South Korea,Cybersecurity,Web Cloud
Forge Intelligence Corp,Forge Intelligence,Ireland,E-Commerce,Forge Intelligence
Pacific Services Ltd,Pacific Services,Brazil,Aerospace,Pacific Services
Solar Intelligence AG,Solar Intelligence,Israel,Gaming,Solar Intelligence
Rapid Group AG,Rapid Group,India,E-Commerce,Rapid Group
Rapid Collective Inc,Rapid Collective,UAE,Media Tech,Rapid Collective
Info Technologies LLC,Info Technologies,Singapore,IoT,Info Technologies
Aurora Cloud GmbH,Aurora Cloud,Netherlands,PropTech,Aurora Cloud
Cloud Data Pte Ltd,Cloud Data,USA,Data Analytics,Cloud Data
Dev Alliance AB,Dev Alliance,France,IT Services,Dev Alliance
Byte Technologies AG,Byte Technologies,Japan,Marketing Tech,Byte Technologies
Nexus Applications Inc,Nexus Applications,Netherlands,ERP/CRM,Nexus Applications
Flow Services Pvt Ltd,Flow Services,USA,EdTech,Flow Services
United Academy Pvt Ltd,United Academy,Sweden,IT Services,United Academy
Peak Group Pvt Ltd,Peak Group,Romania,LegalTech,Peak Group
Edge Dynamics LLC,Edge Dynamics,Germany,Gaming,Edge Dynamics
Code Corp AG,Code Corp,UK,InsurTech,Code Corp
Dev Dynamics AG,Dev Dynamics,Netherlands,Retail Tech,Dev Dynamics
Peak Cloud Pte Ltd,Peak Cloud,Poland,Cybersecurity,Peak Cloud
Bolt Works LLC,Bolt Works,Poland,Automotive Tech,Bolt Works
Flow Cloud Pte Ltd,Flow Cloud,Switzerland,Logistics Tech,Flow Cloud
Grid Alliance LLC,Grid Alliance,Romania,Media Tech,Grid Alliance
Pinnacle Academy Ltd,Pinnacle Academy,Singapore,Software,Pinnacle Academy
Wave Interactive AG,Wave Interactive,South Korea,Blockchain,Wave Interactive
Flux Applications SA,Flux Applications,Germany,EdTech,Flux Applications
Sys Works LLC,Sys Works,Singapore,Blockchain,Sys Works
Apex Technologies AG,Apex Technologies,Mexico,Cloud Computing,Apex Technologies
Cyber Services Inc,Cyber Services,UAE,Data Analytics,Cyber Services
Pixel Alliance Ltd,Pixel Alliance,Mexico,AgriTech,Pixel Alliance
Rapid Applications LLC,Rapid Applications,Romania,Government IT,Rapid Applications
Orion Consulting AB,Orion Consulting,Brazil,Cloud Computing,Orion Consulting
Zenith Systems Ltd,Zenith Systems,UAE,Data Analytics,Zenith Systems
Quantum Innovations Corp,Quantum Innovations,UK,Gaming,Quantum Innovations
Peak Software AG,Peak Software,Ireland,LegalTech,Peak Software
Micro Consulting Group,Micro Consulting,Ireland,AgriTech,Micro Consulting
Hyper Research Corp,Hyper Research,UAE,AgriTech,Hyper Research
Omega Technologies LLC,Omega Technologies,UK,Automotive Tech,Omega Technologies
Pro Innovations LLC,Pro Innovations,Canada,Telecom,Pro Innovations
Global Cloud Co,Global Cloud,Singapore,Logistics Tech,Global Cloud
Flow Intelligence Ltd,Flow Intelligence,Germany,Software,Flow Intelligence
Advanced Technologies Pvt Ltd,Advanced Technologies,Sweden,ERP/CRM,Advanced Technologies
Omega Technologies AB,Omega Technologies,Romania,FinTech,Omega Technologies
Elite Academy LLC,Elite Academy,Japan,AgriTech,Elite Academy
Elite Corp Inc,Elite Corp,France,Healthcare IT,Elite Corp
Nano Services AG,Nano Services,Japan,Software,Nano Services
Spark Technologies Corp,Spark Technologies,Romania,Software,Spark Technologies
Nova Labs Pte Ltd,Nova Labs,USA,LegalTech,Nova Labs
Allied Software Inc,Allied Software,Sweden,Gaming,Allied Software
Swift Partners Pte Ltd,Swift Partners,Netherlands,ERP/CRM,Swift Partners
Elite Services Pvt Ltd,Elite Services,Japan,Cybersecurity,Elite Services
Elite Collective Pte Ltd,Elite Collective,Singapore,Gaming,Elite Collective
Flow Engineering SA,Flow Engineering,Brazil,Blockchain,Flow Engineering
Logic Digital LLC,Logic Digital,Poland,Gaming,Logic Digital
Hub Studio Pvt Ltd,Hub Studio,UK,PropTech,Hub Studio
Micro Technologies Corp,Micro Technologies,USA,PropTech,Micro Technologies
Bridge Data GmbH,Bridge Data,Mexico,IT Services,Bridge Data
Spark Corp Group,Spark Corp,India,Logistics Tech,Spark Corp
Dev Group Corp,Dev Group,Romania,AI/ML,Dev Group
Net Applications AG,Net Applications,Mexico,Telecom,Net Applications
Craft Infrastructure Ltd,Craft Infrastructure,UAE,HR Tech,Craft Infrastructure
Pro Intelligence LLC,Pro Intelligence,Romania,Retail Tech,Pro Intelligence
Summit Analytics AG,Summit Analytics,Netherlands,Automotive Tech,Summit Analytics
Swift Engineering Co,Swift Engineering,Mexico,Government IT,Swift Engineering
Dev Software Group,Dev Software,Japan,Telecom,Dev Software
Bolt Software Corp,Bolt Software,South Korea,Automotive Tech,Bolt Software
Sync Data GmbH,Sync Data,USA,Software,Sync Data
Aurora Studio LLC,Aurora Studio,Poland,PropTech,Aurora Studio
Prime Studio Pvt Ltd,Prime Studio,Canada,Blockchain,Prime Studio
Sys Group Inc,Sys Group,India,Defense IT,Sys Group
Tech Applications AG,Tech Applications,Brazil,Media Tech,Tech Applications
Bolt Engineering Pvt Ltd,Bolt Engineering,Poland,AI/ML,Bolt Engineering
Sigma Studio SA,Sigma Studio,USA,AI/ML,Sigma Studio
Premier Solutions Ltd,Premier Solutions,Sweden,Blockchain,Premier Solutions
Pacific Applications SA,Pacific Applications,Germany,PropTech,Pacific Applications
Arc Cloud Corp,Arc Cloud,Switzerland,Aerospace,Arc Cloud
Wave Logic Inc,Wave Logic,Romania,IoT,Wave Logic
Prime Data SA,Prime Data,Romania,Telecom,Prime Data
Logic Data Pte Ltd,Logic Data,UAE,Data Analytics,Logic Data
Cloud Studio AG,Cloud Studio,France,Retail Tech,Cloud Studio
Grid Innovations Corp,Grid Innovations,Switzerland,Healthcare IT,Grid Innovations
Zenith Logic Pte Ltd,Zenith Logic,Canada,InsurTech,Zenith Logic
Crest Networks Inc,Crest Networks,UK,E-Commerce,Crest Networks
Alpha Networks AG,Alpha Networks,Germany,ERP/CRM,Alpha Networks
Pixel Collective AB,Pixel Collective,South Korea,Retail Tech,Pixel Collective
Aurora Corp SA,Aurora Corp,Ireland,Healthcare IT,Aurora Corp
Orion Research AB,Orion Research,Ireland,E-Commerce,Orion Research
Node Solutions Inc,Node Solutions,UAE,IoT,Node Solutions
Spark Labs GmbH,Spark Labs,Japan,Marketing Tech,Spark Labs
Zenith Studio AG,Zenith Studio,Romania,AI/ML,Zenith Studio
Solar Dynamics LLC,Solar Dynamics,South Korea,Healthcare IT,Solar Dynamics
Aurora Engineering LLC,Aurora Engineering,Netherlands,ERP/CRM,Aurora Engineering
Bolt Digital AB,Bolt Digital,India,Aerospace,Bolt Digital
Hyper Applications GmbH,Hyper Applications,Germany,PropTech,Hyper Applications
Sync Insights Pte Ltd,Sync Insights,Israel,FinTech,Sync Insights
Atlantic Intelligence Group,Atlantic Intelligence,India,LegalTech,Atlantic Intelligence
Premier Collective Pte Ltd,Premier Collective,Australia,Blockchain,Premier Collective
Flow Ventures Inc,Flow Ventures,Poland,Cloud Computing,Flow Ventures
Tech Ventures Co,Tech Ventures,Singapore,AI/ML,Tech Ventures
Prime Consulting Pte Ltd,Prime Consulting,Israel,ERP/CRM,Prime Consulting
Sys Software Inc,Sys Software,Israel,LegalTech,Sys Software
Arc Analytics Pvt Ltd,Arc Analytics,Japan,Blockchain,Arc Analytics
Nova Systems Corp,Nova Systems,Israel,FinTech,Nova Systems
Forge Interactive Co,Forge Interactive,Netherlands,LegalTech,Forge Interactive
Micro Academy SA,Micro Academy,Canada,E-Commerce,Micro Academy
Info Studio GmbH,Info Studio,UK,Defense IT,Info Studio
Smart Group Pte Ltd,Smart Group,Switzerland,PropTech,Smart Group
Link Technologies LLC,Link Technologies,Netherlands,Healthcare IT,Link Technologies
Hyper Software LLC,Hyper Software,Japan,HR Tech,Hyper Software
Aurora Analytics Pte Ltd,Aurora Analytics,Canada,HR Tech,Aurora Analytics
Bolt Data AG,Bolt Data,USA,EdTech,Bolt Data
Data Technologies Co,Data Technologies,Australia,Government IT,Data Technologies
Digital Innovations Corp,Digital Innovations,Ireland,AI/ML,Digital Innovations
Arc Engineering GmbH,Arc Engineering,France,Gaming,Arc Engineering
Flow Alliance LLC,Flow Alliance,Australia,Blockchain,Flow Alliance
Digital Services Co,Digital Services,Mexico,Automotive Tech,Digital Services
Arc Research SA,Arc Research,France,FinTech,Arc Research
Byte Intelligence Pvt Ltd,Byte Intelligence,Canada,Healthcare IT,Byte Intelligence
Cloud Digital AG,Cloud Digital,Mexico,FinTech,Cloud Digital
Omega Services Pte Ltd,Omega Services,Australia,Aerospace,Omega Services
Web Networks Pvt Ltd,Web Networks,Poland,Cloud Computing,Web Networks
